"municipality_name","street_key","street_name","housenumber","easting","northing"
"Stadt Flensburg","00025","Ahornweg","9","525495058.00","6067469524.00"
"Stadt Flensburg","00267","Husumer Straße",,"525697058.00","6067405307.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526841044.00","6067883500.00"
"Stadt Flensburg","00468","Otto-Hahn-Straße",,"526670813.00","6067963077.00"
"Stadt Flensburg","00377","Lilienthalstraße",,"525588398.00","6068839453.00"
"Stadt Flensburg","00072","Bergstraße","26","527423718.00","6071834649.00"
"Stadt Flensburg","00102","Burgstraße","19","527465853.00","6071788744.00"
"Stadt Flensburg","00102","Burgstraße","12","527452663.00","6071761302.00"
"Stadt Flensburg","00504","Ritterstraße",,"527479920.00","6071819441.00"
"Stadt Flensburg","00274","Haselnußweg",,"530710411.00","6070344805.00"
"Stadt Flensburg","00174","Försterstieg","17","525157528.00","6067926953.00"
"Stadt Flensburg","00264","Holzkrugweg","23","525082855.00","6067784337.00"
"Stadt Flensburg","00273","Hirschbogen","61","525354673.00","6068005055.00"
"Stadt Flensburg","00273","Hirschbogen","39","525377214.00","6068021335.00"
"Stadt Flensburg","00264","Holzkrugweg","43","524880105.00","6067773404.00"
"Stadt Flensburg","00009","Alter Husumer Weg","247","525211101.00","6068142355.00"
"Stadt Flensburg","00009","Alter Husumer Weg","235","525289880.00","6068217371.00"
"Stadt Flensburg","00273","Hirschbogen","1","525308202.00","6068203456.00"
"Stadt Flensburg","00658","Wedinger Weg",,"525271766.00","6067425416.00"
"Stadt Flensburg","00152","Eschenweg","1","525290511.00","6067434466.00"
"Stadt Flensburg","00266","Hubertusweg","10","525172449.00","6067911065.00"
"Stadt Flensburg","00273","Hirschbogen","53A","525387757.00","6067961088.00"
"Stadt Flensburg","00009","Alter Husumer Weg","274","524755571.00","6067645845.00"
"Stadt Flensburg","00009","Alter Husumer Weg","278","524730019.00","6067615593.00"
"Stadt Flensburg","00009","Alter Husumer Weg","284","524705616.00","6067582459.00"
"Stadt Flensburg","00009","Alter Husumer Weg","284","524684581.00","6067548353.00"
"Stadt Flensburg","00009","Alter Husumer Weg",,"524659175.00","6067507156.00"
"Stadt Flensburg","00009","Alter Husumer Weg",,"524631686.00","6067457801.00"
"Stadt Flensburg","00009","Alter Husumer Weg","290","524606606.00","6067407773.00"
"Stadt Flensburg","00439","Nikolaiallee","178","525689326.00","6068716967.00"
"Stadt Flensburg","00439","Nikolaiallee","174","525749058.00","6068676754.00"
"Stadt Flensburg","00264","Holzkrugweg","2","525570497.00","6068065185.00"
"Stadt Flensburg","00031","Amrumer Straße","7","525676024.00","6068227364.00"
"Stadt Flensburg","00391","Marienhölzungsweg",,"526192435.00","6071567559.00"
"Stadt Flensburg","00391","Marienhölzungsweg",,"526176929.00","6071554941.00"
"Stadt Flensburg","00456","Ochsenweg","1","525390535.00","6068616694.00"
"Stadt Flensburg","00011","Alter Ochsenweg","3","525367143.00","6068657286.00"
"Stadt Flensburg","00243","Hasenhof",,"526930446.00","6067894021.00"
"Stadt Flensburg","00439","Nikolaiallee","184","525619662.00","6068793633.00"
"Stadt Flensburg","00439","Nikolaiallee",,"526094941.00","6068851731.00"
"Stadt Flensburg","00456","Ochsenweg",,"525918343.00","6067644698.00"
"Stadt Flensburg","00068","Batteriestraße","27","527522046.00","6073038111.00"
"Stadt Flensburg","00691","Wieselhof","26A","526930614.00","6067561467.00"
"Stadt Flensburg","00691","Wieselhof",,"526891270.00","6067550346.00"
"Stadt Flensburg","00243","Hasenhof",,"527006954.00","6067640735.00"
"Stadt Flensburg","00275","Igelhof",,"527026636.00","6067729603.00"
"Stadt Flensburg","00275","Igelhof",,"527121340.00","6067715337.00"
"Stadt Flensburg","00276","Iltishof","17","527139282.00","6067916287.00"
"Stadt Flensburg","00231","Graf-Zeppelin-Str.",,"527124173.00","6068151714.00"
"Stadt Flensburg","00029","Am Ostseebad",,"527550720.00","6073681114.00"
"Stadt Flensburg","00029","Am Ostseebad",,"527581956.00","6073739332.00"
"Stadt Flensburg","00029","Am Ostseebad",,"527609629.00","6073758861.00"
"Stadt Flensburg","00029","Am Ostseebad",,"527546168.00","6073728067.00"
"Stadt Flensburg","00231","Graf-Zeppelin-Str.",,"526456436.00","6068288400.00"
"Stadt Flensburg","00267","Husumer Straße",,"526476567.00","6068311864.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526914085.00","6068383466.00"
"Stadt Flensburg","00122","Carl-Benz-Straße",,"526942401.00","6068624261.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526807763.00","6068598317.00"
"Stadt Flensburg","00037","Am Sophienhof","3","526859251.00","6068523000.00"
"Stadt Flensburg","00186","Friedrichshöh","15","527185923.00","6073907201.00"
"Stadt Flensburg","00043","Annenstraße","1","527128441.00","6073766216.00"
"Stadt Flensburg","00043","Annenstraße",,"527271196.00","6073802508.00"
"Stadt Flensburg","00186","Friedrichshöh","18","527205618.00","6073986166.00"
"Stadt Flensburg","00187","Friedrichstal","56","527153268.00","6074005717.00"
"Stadt Flensburg","00046","Apenrader Straße",,"527101232.00","6073981042.00"
"Stadt Flensburg","00187","Friedrichstal","32","527287600.00","6073811084.00"
"Stadt Flensburg","00187","Friedrichstal","20","527318970.00","6073716724.00"
"Stadt Flensburg","00187","Friedrichstal","27b","527249281.00","6073701439.00"
"Stadt Flensburg","00029","Am Ostseebad","21","527497240.00","6073922368.00"
"Stadt Flensburg","00463","Ostseebadweg","37","527358699.00","6073591332.00"
"Stadt Flensburg","00463","Ostseebadweg","1","527174748.00","6073529128.00"
"Stadt Flensburg","00574","Steinstraße","13","527355086.00","6073179741.00"
"Stadt Flensburg","00615","Trollseeweg","29","527371481.00","6073566894.00"
"Stadt Flensburg","00068","Batteriestraße",,"527546488.00","6073084480.00"
"Stadt Flensburg","00456","Ochsenweg","89","525493045.00","6068423551.00"
"Stadt Flensburg","00456","Ochsenweg","38","525733704.00","6067939496.00"
"Stadt Flensburg","00537","Sylter Straße","5","525864939.00","6067902585.00"
"Stadt Flensburg","00537","Sylter Straße","12a","525890379.00","6067875738.00"
"Stadt Flensburg","00456","Ochsenweg","30","525775616.00","6067858463.00"
"Stadt Flensburg","00456","Ochsenweg","28","525790298.00","6067836525.00"
"Stadt Flensburg","00267","Husumer Straße",,"525675609.00","6067379706.00"
"Stadt Flensburg","00025","Ahornweg","9","525523995.00","6067535684.00"
"Stadt Flensburg","00272","Holunderweg","3","525720481.00","6067542828.00"
"Stadt Flensburg","00451","Nikolaus-Matthiesen-Str.","48","525769937.00","6067526513.00"
"Stadt Flensburg","00025","Ahornweg","14","525484065.00","6067550489.00"
"Stadt Flensburg","00025","Ahornweg","20","525547528.00","6067595387.00"
"Stadt Flensburg","00355","Längs der Bahn","50","525488738.00","6067686140.00"
"Stadt Flensburg","00355","Längs der Bahn","38","525500570.00","6067663096.00"
"Stadt Flensburg","00451","Nikolaus-Matthiesen-Str.","20","525671023.00","6067670304.00"
"Stadt Flensburg","00451","Nikolaus-Matthiesen-Str.","19a","525744863.00","6067726471.00"
"Stadt Flensburg","00451","Nikolaus-Matthiesen-Str.","19","525708651.00","6067708538.00"
"Stadt Flensburg","00451","Nikolaus-Matthiesen-Str.","12","525636945.00","6067796944.00"
"Stadt Flensburg","00451","Nikolaus-Matthiesen-Str.","13","525658601.00","6067769636.00"
"Stadt Flensburg","00355","Längs der Bahn","4d","525569683.00","6067736932.00"
"Stadt Flensburg","00451","Nikolaus-Matthiesen-Str.",,"525581488.00","6067766805.00"
"Stadt Flensburg","00355","Längs der Bahn","4a","525531444.00","6067783295.00"
"Stadt Flensburg","00355","Längs der Bahn","25","525409555.00","6067652124.00"
"Stadt Flensburg","00355","Längs der Bahn","25","525554126.00","6067807398.00"
"Stadt Flensburg","00615","Trollseeweg",,"527504695.00","6073452377.00"
"Stadt Flensburg","00068","Batteriestraße",,"527595440.00","6073520483.00"
"Stadt Flensburg","00615","Trollseeweg",,"527498692.00","6073478800.00"
"Stadt Flensburg","00615","Trollseeweg",,"527462503.00","6073454985.00"
"Stadt Flensburg","00068","Batteriestraße",,"527608106.00","6073298676.00"
"Stadt Flensburg","00615","Trollseeweg",,"527538907.00","6073385185.00"
"Stadt Flensburg","00615","Trollseeweg",,"527502017.00","6073372266.00"
"Stadt Flensburg","00463","Ostseebadweg",,"527560008.00","6073643785.00"
"Stadt Flensburg","00068","Batteriestraße",,"527567830.00","6073608347.00"
"Stadt Flensburg","00029","Am Ostseebad","1a","527542935.00","6073718777.00"
"Stadt Flensburg","00068","Batteriestraße","52","527717419.00","6073309726.00"
"Stadt Flensburg","00068","Batteriestraße",,"527577685.00","6073634672.00"
"Stadt Flensburg","00068","Batteriestraße",,"527621078.00","6073653088.00"
"Stadt Flensburg","00463","Ostseebadweg","51","527466953.00","6073627732.00"
"Stadt Flensburg","00463","Ostseebadweg","53","527480462.00","6073633390.00"
"Stadt Flensburg","00463","Ostseebadweg","55","527497652.00","6073641058.00"
"Stadt Flensburg","00463","Ostseebadweg","57a","527518750.00","6073649513.00"
"Stadt Flensburg","00463","Ostseebadweg","57","527503066.00","6073643560.00"
"Stadt Flensburg","00029","Am Ostseebad",,"527610564.00","6073835493.00"
"Stadt Flensburg","00068","Batteriestraße",,"527582925.00","6073575432.00"
"Stadt Flensburg","00068","Batteriestraße",,"527598226.00","6073544900.00"
"Stadt Flensburg","00425","Mads-Clausen-Straße",,"527096626.00","6074091183.00"
"Stadt Flensburg","00425","Mads-Clausen-Straße",,"527105122.00","6074091101.00"
"Stadt Flensburg","00425","Mads-Clausen-Straße",,"527089852.00","6074083975.00"
"Stadt Flensburg","00425","Mads-Clausen-Straße",,"527089684.00","6074080993.00"
"Stadt Flensburg","00425","Mads-Clausen-Straße",,"527114863.00","6074251134.00"
"Stadt Flensburg","00425","Mads-Clausen-Straße",,"527112338.00","6074211505.00"
"Stadt Flensburg","00425","Mads-Clausen-Straße",,"527107703.00","6074120851.00"
"Stadt Flensburg","00425","Mads-Clausen-Straße",,"527117060.00","6074119257.00"
"Stadt Flensburg","00425","Mads-Clausen-Straße",,"527110686.00","6074181294.00"
"Stadt Flensburg","00425","Mads-Clausen-Straße",,"527108826.00","6074145087.00"
"Stadt Flensburg","00615","Trollseeweg",,"527424714.00","6073401979.00"
"Stadt Flensburg","00615","Trollseeweg",,"527434492.00","6073370853.00"
"Stadt Flensburg","00615","Trollseeweg",,"527445747.00","6073337191.00"
"Stadt Flensburg","00615","Trollseeweg",,"527456585.00","6073304685.00"
"Stadt Flensburg","00615","Trollseeweg",,"527465337.00","6073279149.00"
"Stadt Flensburg","00068","Batteriestraße",,"527540811.00","6073502729.00"
"Stadt Flensburg","00068","Batteriestraße",,"527570558.00","6073507101.00"
"Stadt Flensburg","00068","Batteriestraße",,"527539459.00","6073491630.00"
"Stadt Flensburg","00068","Batteriestraße",,"527615995.00","6073509447.00"
"Stadt Flensburg","00615","Trollseeweg",,"527521124.00","6073415978.00"
"Stadt Flensburg","00068","Batteriestraße",,"527596906.00","6073323051.00"
"Stadt Flensburg","00068","Batteriestraße",,"527585169.00","6073349660.00"
"Stadt Flensburg","00068","Batteriestraße",,"527564596.00","6073372048.00"
"Stadt Flensburg","00068","Batteriestraße",,"527666300.00","6073410942.00"
"Stadt Flensburg","00068","Batteriestraße",,"527633274.00","6073476869.00"
"Stadt Flensburg","00068","Batteriestraße",,"527651991.00","6073439505.00"
"Stadt Flensburg","00574","Steinstraße",,"527416706.00","6073194417.00"
"Stadt Flensburg","00574","Steinstraße",,"527386425.00","6073186904.00"
"Stadt Flensburg","00574","Steinstraße",,"527322854.00","6073172746.00"
"Stadt Flensburg","00574","Steinstraße","6","527287255.00","6073165824.00"
"Stadt Flensburg","00574","Steinstraße","2","527256336.00","6073158833.00"
"Stadt Flensburg","00439","Nikolaiallee",,"526947885.00","6069399118.00"
"Stadt Flensburg","00439","Nikolaiallee",,"526932858.00","6069371428.00"
"Stadt Flensburg","00439","Nikolaiallee",,"526965511.00","6069430766.00"
"Stadt Flensburg","00439","Nikolaiallee",,"526997419.00","6069487954.00"
"Stadt Flensburg","00439","Nikolaiallee",,"526981834.00","6069460020.00"
"Stadt Flensburg","00355","Längs der Bahn","25","525572968.00","6067827693.00"
"Stadt Flensburg","00451","Nikolaus-Matthiesen-Str.","2","525611544.00","6067856742.00"
"Stadt Flensburg","00451","Nikolaus-Matthiesen-Str.","2","525597164.00","6067853507.00"
"Stadt Flensburg","00451","Nikolaus-Matthiesen-Str.",,"525696166.00","6067940938.00"
"Stadt Flensburg","00456","Ochsenweg","3","525719255.00","6067946415.00"
"Stadt Flensburg","00456","Ochsenweg","36","525719455.00","6067938100.00"
"Stadt Flensburg","00068","Batteriestraße","48","527602964.00","6073139595.00"
"Stadt Flensburg","00275","Igelhof",,"527074139.00","6067726078.00"
"Stadt Flensburg","00243","Hasenhof","12","527004407.00","6067725897.00"
"Stadt Flensburg","00243","Hasenhof",,"527005726.00","6067681685.00"
"Stadt Flensburg","00243","Hasenhof",,"527032088.00","6067635102.00"
"Stadt Flensburg","00243","Hasenhof",,"527060474.00","6067634885.00"
"Stadt Flensburg","00243","Hasenhof",,"527087985.00","6067633242.00"
"Stadt Flensburg","00691","Wieselhof",,"526955356.00","6067553757.00"
"Stadt Flensburg","00691","Wieselhof",,"526983216.00","6067555253.00"
"Stadt Flensburg","00691","Wieselhof",,"526930612.00","6067595630.00"
"Stadt Flensburg","00439","Nikolaiallee","11-13","526895565.00","6069311078.00"
"Stadt Flensburg","00439","Nikolaiallee","9","526920241.00","6069327818.00"
"Stadt Flensburg","00439","Nikolaiallee",,"526859334.00","6069297400.00"
"Stadt Flensburg","00439","Nikolaiallee",,"526831815.00","6069283971.00"
"Stadt Flensburg","00439","Nikolaiallee",,"526799354.00","6069267322.00"
"Stadt Flensburg","00439","Nikolaiallee",,"526767711.00","6069249383.00"
"Stadt Flensburg","00439","Nikolaiallee",,"526737012.00","6069231054.00"
"Stadt Flensburg","00439","Nikolaiallee",,"526707289.00","6069213134.00"
"Stadt Flensburg","00439","Nikolaiallee",,"526677279.00","6069193832.00"
"Stadt Flensburg","00540","Schäferweg",,"525042520.00","6069907580.00"
"Stadt Flensburg","00540","Schäferweg",,"525009985.00","6069912999.00"
"Stadt Flensburg","00540","Schäferweg",,"524976971.00","6069918498.00"
"Stadt Flensburg","00540","Schäferweg",,"524944027.00","6069923985.00"
"Stadt Flensburg","00540","Schäferweg",,"525075313.00","6069902119.00"
"Stadt Flensburg","00540","Schäferweg",,"525105595.00","6069893309.00"
"Stadt Flensburg","00540","Schäferweg",,"525130382.00","6069872653.00"
"Stadt Flensburg","00540","Schäferweg",,"525146784.00","6069844280.00"
"Stadt Flensburg","00540","Schäferweg",,"525159086.00","6069821213.00"
"Stadt Flensburg","00540","Schäferweg",,"525171259.00","6069798326.00"
"Stadt Flensburg","00540","Schäferweg",,"525188148.00","6069766273.00"
"Stadt Flensburg","00540","Schäferweg",,"525204022.00","6069736452.00"
"Stadt Flensburg","00540","Schäferweg",,"525219659.00","6069707570.00"
"Stadt Flensburg","00540","Schäferweg",,"525235878.00","6069677793.00"
"Stadt Flensburg","00540","Schäferweg",,"525250548.00","6069650849.00"
"Stadt Flensburg","00540","Schäferweg",,"525267487.00","6069619738.00"
"Stadt Flensburg","00540","Schäferweg",,"525282738.00","6069591624.00"
"Stadt Flensburg","00540","Schäferweg",,"525298292.00","6069562439.00"
"Stadt Flensburg","00540","Schäferweg",,"525306517.00","6069541932.00"
"Stadt Flensburg","00540","Schäferweg",,"525278913.00","6069524134.00"
"Stadt Flensburg","00540","Schäferweg",,"525334545.00","6069558150.00"
"Stadt Flensburg","00540","Schäferweg",,"525365881.00","6069574167.00"
"Stadt Flensburg","00540","Schäferweg",,"525397653.00","6069589716.00"
"Stadt Flensburg","00540","Schäferweg",,"525394621.00","6069636883.00"
"Stadt Flensburg","00377","Lilienthalstraße",,"525386002.00","6069665871.00"
"Stadt Flensburg","00377","Lilienthalstraße",,"525378421.00","6069697669.00"
"Stadt Flensburg","00377","Lilienthalstraße",,"525372633.00","6069737407.00"
"Stadt Flensburg","00377","Lilienthalstraße",,"525399962.00","6069717411.00"
"Stadt Flensburg","00377","Lilienthalstraße",,"525405852.00","6069686875.00"
"Stadt Flensburg","00377","Lilienthalstraße",,"525418464.00","6069658354.00"
"Stadt Flensburg","00377","Lilienthalstraße",,"525425006.00","6069629561.00"
"Stadt Flensburg","00377","Lilienthalstraße",,"525396434.00","6069750499.00"
"Stadt Flensburg","00540","Schäferweg",,"525414452.00","6069583401.00"
"Stadt Flensburg","00377","Lilienthalstraße",,"525404403.00","6069823442.00"
"Stadt Flensburg","00377","Lilienthalstraße",,"525373787.00","6069766017.00"
"Stadt Flensburg","00377","Lilienthalstraße",,"525373599.00","6069792875.00"
"Stadt Flensburg","00377","Lilienthalstraße",,"525373596.00","6069813561.00"
"Stadt Flensburg","00377","Lilienthalstraße",,"525397853.00","6069778061.00"
"Stadt Flensburg","00377","Lilienthalstraße",,"525384727.00","6069842145.00"
"Stadt Flensburg","00662","Westerallee",,"525393335.00","6069875986.00"
"Stadt Flensburg","00662","Westerallee",,"525387152.00","6069897358.00"
"Stadt Flensburg","00662","Westerallee",,"525388068.00","6069928689.00"
"Stadt Flensburg","00662","Westerallee",,"525380526.00","6070025437.00"
"Stadt Flensburg","00662","Westerallee",,"525376084.00","6070058667.00"
"Stadt Flensburg","00662","Westerallee",,"525412463.00","6069924190.00"
"Stadt Flensburg","00377","Lilienthalstraße","30","525397992.00","6069408301.00"
"Stadt Flensburg","00358","Langberger Weg",,"525254104.00","6069507868.00"
"Stadt Flensburg","00358","Langberger Weg",,"525222424.00","6069486183.00"
"Stadt Flensburg","00358","Langberger Weg",,"525193238.00","6069465849.00"
"Stadt Flensburg","00358","Langberger Weg",,"525161972.00","6069463478.00"
"Stadt Flensburg","00011","Alter Ochsenweg",,"525120469.00","6069043971.00"
"Stadt Flensburg","00011","Alter Ochsenweg",,"525174833.00","6068974311.00"
"Stadt Flensburg","00691","Wieselhof",,"526928887.00","6067627771.00"
"Stadt Flensburg","00691","Wieselhof",,"526927874.00","6067660887.00"
"Stadt Flensburg","00691","Wieselhof",,"526928257.00","6067692375.00"
"Stadt Flensburg","00691","Wieselhof",,"526926695.00","6067727095.00"
"Stadt Flensburg","00691","Wieselhof",,"526919343.00","6067551839.00"
"Stadt Flensburg","00691","Wieselhof",,"526918274.00","6067749608.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526539212.00","6067784679.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526566453.00","6067768664.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526584051.00","6067748490.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526607511.00","6067722779.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526642211.00","6067719765.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526667552.00","6067723458.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526698000.00","6067727774.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526731958.00","6067732599.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526764788.00","6067738227.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526829051.00","6067851563.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526814897.00","6067821420.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526800813.00","6067790815.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526787413.00","6067762086.00"
"Stadt Flensburg","00243","Hasenhof",,"526859673.00","6067881902.00"
"Stadt Flensburg","00243","Hasenhof",,"526891046.00","6067871108.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526853696.00","6067910731.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526867742.00","6067940966.00"
"Stadt Flensburg","00439","Nikolaiallee",,"526642156.00","6069171394.00"
"Stadt Flensburg","00439","Nikolaiallee",,"526606129.00","6069148561.00"
"Stadt Flensburg","00439","Nikolaiallee",,"526553332.00","6069115447.00"
"Stadt Flensburg","00439","Nikolaiallee",,"526501892.00","6069080867.00"
"Stadt Flensburg","00439","Nikolaiallee",,"526443512.00","6069042425.00"
"Stadt Flensburg","00468","Otto-Hahn-Straße",,"526696186.00","6067974836.00"
"Stadt Flensburg","00468","Otto-Hahn-Straße",,"526721107.00","6067973004.00"
"Stadt Flensburg","00468","Otto-Hahn-Straße",,"526746029.00","6067971174.00"
"Stadt Flensburg","00468","Otto-Hahn-Straße",,"526770951.00","6067969343.00"
"Stadt Flensburg","00468","Otto-Hahn-Straße",,"526795874.00","6067967507.00"
"Stadt Flensburg","00468","Otto-Hahn-Straße",,"526820780.00","6067965668.00"
"Stadt Flensburg","00468","Otto-Hahn-Straße",,"526843807.00","6067964353.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526878097.00","6067978264.00"
"Stadt Flensburg","00037","Am Sophienhof",,"526881952.00","6068004675.00"
"Stadt Flensburg","00691","Wieselhof",,"526932374.00","6067856710.00"
"Stadt Flensburg","00243","Hasenhof",,"526924010.00","6067870195.00"
"Stadt Flensburg","00691","Wieselhof",,"526890868.00","6067763468.00"
"Stadt Flensburg","00691","Wieselhof",,"526905025.00","6067794457.00"
"Stadt Flensburg","00691","Wieselhof",,"526919904.00","6067826127.00"
"Stadt Flensburg","00386","Marderhof",,"527020867.00","6067827995.00"
"Stadt Flensburg","00243","Hasenhof",,"527001806.00","6067816409.00"
"Stadt Flensburg","00243","Hasenhof",,"527003127.00","6067771183.00"
"Stadt Flensburg","00386","Marderhof",,"527066501.00","6067826448.00"
"Stadt Flensburg","00386","Marderhof",,"527110017.00","6067817440.00"
"Stadt Flensburg","00386","Marderhof",,"527154123.00","6067806040.00"
"Stadt Flensburg","00011","Alter Ochsenweg",,"525144538.00","6069012019.00"
"Stadt Flensburg","00011","Alter Ochsenweg",,"525201387.00","6068941273.00"
"Stadt Flensburg","00011","Alter Ochsenweg",,"525229138.00","6068903569.00"
"Stadt Flensburg","00011","Alter Ochsenweg",,"525254655.00","6068864513.00"
"Stadt Flensburg","00011","Alter Ochsenweg",,"525283256.00","6068820895.00"
"Stadt Flensburg","00011","Alter Ochsenweg",,"525310077.00","6068778719.00"
"Stadt Flensburg","00011","Alter Ochsenweg",,"525336296.00","6068736179.00"
"Stadt Flensburg","00011","Alter Ochsenweg",,"525361027.00","6068696054.00"
"Stadt Flensburg","00456","Ochsenweg",,"525400998.00","6068701958.00"
"Stadt Flensburg","00456","Ochsenweg",,"525414292.00","6068662670.00"
"Stadt Flensburg","00456","Ochsenweg",,"525414698.00","6068645189.00"
"Stadt Flensburg","00089","Boreasmühle",,"525444426.00","6069918852.00"
"Stadt Flensburg","00089","Boreasmühle",,"525476971.00","6069913435.00"
"Stadt Flensburg","00089","Boreasmühle",,"525517518.00","6069906685.00"
"Stadt Flensburg","00600","Thomas-Lorck-Weg",,"525914113.00","6069920412.00"
"Stadt Flensburg","00600","Thomas-Lorck-Weg",,"525878474.00","6069916969.00"
"Stadt Flensburg","00600","Thomas-Lorck-Weg",,"525847200.00","6069913944.00"
"Stadt Flensburg","00181","Friedensweg",,"525616119.00","6069646528.00"
"Stadt Flensburg","00358","Langberger Weg",,"525627787.00","6069662788.00"
"Stadt Flensburg","00358","Langberger Weg",,"525660027.00","6069669757.00"
"Stadt Flensburg","00174","Försterstieg",,"525024926.00","6067797984.00"
"Stadt Flensburg","00174","Försterstieg",,"525021347.00","6067841780.00"
"Stadt Flensburg","00174","Försterstieg",,"525051566.00","6067883173.00"
"Stadt Flensburg","00174","Försterstieg",,"525085417.00","6067895561.00"
"Stadt Flensburg","00174","Försterstieg",,"525118484.00","6067911369.00"
"Stadt Flensburg","00174","Försterstieg",,"525150026.00","6067973859.00"
"Stadt Flensburg","00009","Alter Husumer Weg",,"525000787.00","6067943503.00"
"Stadt Flensburg","00009","Alter Husumer Weg",,"525026864.00","6067970460.00"
"Stadt Flensburg","00009","Alter Husumer Weg",,"524978956.00","6067915356.00"
"Stadt Flensburg","00009","Alter Husumer Weg",,"524954391.00","6067889425.00"
"Stadt Flensburg","00009","Alter Husumer Weg",,"524931238.00","6067861197.00"
"Stadt Flensburg","00009","Alter Husumer Weg",,"525057149.00","6067997977.00"
"Stadt Flensburg","00478","Pirschgang",,"525032041.00","6067895594.00"
"Stadt Flensburg","00264","Holzkrugweg","31","525013339.00","6067770315.00"
"Stadt Flensburg","00264","Holzkrugweg","35","524977541.00","6067763335.00"
"Stadt Flensburg","00264","Holzkrugweg","27","525045644.00","6067776722.00"
"Stadt Flensburg","00175","Forstweg",,"525081008.00","6067775296.00"
"Stadt Flensburg","00264","Holzkrugweg",,"525113799.00","6067787956.00"
"Stadt Flensburg","00264","Holzkrugweg",,"525147556.00","6067799651.00"
"Stadt Flensburg","00175","Forstweg","1","525088060.00","6067740882.00"
"Stadt Flensburg","00175","Forstweg",,"525094954.00","6067707199.00"
"Stadt Flensburg","00175","Forstweg",,"525101589.00","6067674779.00"
"Stadt Flensburg","00359","Lange Reihe","13","525121034.00","6067669181.00"
"Stadt Flensburg","00359","Lange Reihe","11","525153797.00","6067675862.00"
"Stadt Flensburg","00264","Holzkrugweg","39","524940309.00","6067755440.00"
"Stadt Flensburg","00355","Längs der Bahn",,"525266649.00","6067521924.00"
"Stadt Flensburg","00152","Eschenweg","7","525292615.00","6067514860.00"
"Stadt Flensburg","00152","Eschenweg",,"525315936.00","6067516622.00"
"Stadt Flensburg","00152","Eschenweg","10","525348391.00","6067516157.00"
"Stadt Flensburg","00152","Eschenweg",,"525378924.00","6067515491.00"
"Stadt Flensburg","00152","Eschenweg",,"525404168.00","6067514938.00"
"Stadt Flensburg","00355","Längs der Bahn",,"525317198.00","6067552887.00"
"Stadt Flensburg","00355","Längs der Bahn",,"525339677.00","6067577030.00"
"Stadt Flensburg","00355","Längs der Bahn",,"525362157.00","6067601174.00"
"Stadt Flensburg","00355","Längs der Bahn",,"525384453.00","6067625468.00"
"Stadt Flensburg","00359","Lange Reihe","3","525223574.00","6067690114.00"
"Stadt Flensburg","00359","Lange Reihe","7","525188692.00","6067682983.00"
"Stadt Flensburg","00246","Heideweg",,"525242672.00","6067707294.00"
"Stadt Flensburg","00246","Heideweg","8","525235474.00","6067742553.00"
"Stadt Flensburg","00264","Holzkrugweg",,"525451103.00","6067899137.00"
"Stadt Flensburg","00264","Holzkrugweg",,"525479859.00","6067920043.00"
"Stadt Flensburg","00264","Holzkrugweg",,"525502747.00","6067942435.00"
"Stadt Flensburg","00264","Holzkrugweg",,"525527973.00","6067966837.00"
"Stadt Flensburg","00264","Holzkrugweg",,"525545825.00","6067995571.00"
"Stadt Flensburg","00451","Nikolaus-Matthiesen-Str.",,"525643079.00","6067909062.00"
"Stadt Flensburg","00451","Nikolaus-Matthiesen-Str.",,"525619455.00","6067887199.00"
"Stadt Flensburg","00451","Nikolaus-Matthiesen-Str.","4A","525550559.00","6067772044.00"
"Stadt Flensburg","00451","Nikolaus-Matthiesen-Str.",,"525600898.00","6067782096.00"
"Stadt Flensburg","00451","Nikolaus-Matthiesen-Str.",,"525626096.00","6067798721.00"
"Stadt Flensburg","00451","Nikolaus-Matthiesen-Str.",,"525620427.00","6067826261.00"
"Stadt Flensburg","00009","Alter Husumer Weg",,"525350070.00","6068274158.00"
"Stadt Flensburg","00009","Alter Husumer Weg",,"525378426.00","6068302232.00"
"Stadt Flensburg","00009","Alter Husumer Weg",,"525400193.00","6068328446.00"
"Stadt Flensburg","00009","Alter Husumer Weg",,"525426424.00","6068359736.00"
"Stadt Flensburg","00009","Alter Husumer Weg",,"525150319.00","6068085216.00"
"Stadt Flensburg","00009","Alter Husumer Weg",,"525121766.00","6068058768.00"
"Stadt Flensburg","00009","Alter Husumer Weg",,"525088418.00","6068027168.00"
